Sr. No.,State,Work,Work ID,IDA,Hon'ble Members of Parliament,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ )
72916,Tamil Nadu,Street lights,WS/MP508/2025-2026/134710,Tirupathur(District Collector Tirupathur_IDA),CN Annadurai,TIRUVANNAMALAI,11-Jul-25,T S SOLAR POWER SYSTEM,Payment Success,435000
72917,Tamil Nadu,Street lights,WS/MP508/2025-2026/134711,Tirupathur(District Collector Tirupathur_IDA),CN Annadurai,TIRUVANNAMALAI,11-Jul-25,T S SOLAR POWER SYSTEM,Payment Success,435000
72918,Tamil Nadu,Lighting of public spaces,WS/MP508/2025-2026/195970,Tirupathur(District Collector Tirupathur_IDA),CN Annadurai,TIRUVANNAMALAI,25-Sep-25,T S SOLAR POWER SYSTEM,Payment Success,435000
72919,Tamil Nadu,Lighting of public spaces,WS/MP508/2025-2026/195968,Tirupathur(District Collector Tirupathur_IDA),CN Annadurai,TIRUVANNAMALAI,25-Sep-25,T S SOLAR POWER SYSTEM,Payment Success,435000
72920,Tamil Nadu,Street lights,WS/MP508/2025-2026/195969,Tirupathur(District Collector Tirupathur_IDA),CN Annadurai,TIRUVANNAMALAI,25-Sep-25,T S SOLAR POWER SYSTEM,Payment Success,435000
72921,Tamil Nadu,Lighting of public spaces,WS/MP508/2025-2026/195967,Tirupathur(District Collector Tirupathur_IDA),CN Annadurai,TIRUVANNAMALAI,25-Sep-25,T S SOLAR POWER SYSTEM,Payment Success,435000
72922,Tamil Nadu,Lighting of public spaces,WS/MP743/2025-2026/253020,Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA),Ganesan Selvam,KANCHEEPURAM(SC),10-Mar-26,T S SOLAR POWER SYSTEM,Payment Success,750000
72923,Tamil Nadu,Lighting of public spaces,WS/MP508/2025-2026/229960,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),CN Annadurai,TIRUVANNAMALAI,05-Mar-26,T S SOLAR POWER SYSTEM,Payment Success,435000
72924,Madhya Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP638/2025-2026/236607,CHHATARPUR(District Collector Chhatarpur_IDA),Virendra Kumar,TIKAMGARH(SC),30-Dec-25,GRAM PANCHAYAT GATHEWARA,Payment Success,180000
72925,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18042/2025-2026/260758,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),SHAMBHAVI,SAMASTIPUR(SC),23-Jun-26,RAJESH KUMAR,Payment Success,587511
72926,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18055/2025-2026/181763,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,15-Oct-25,MAHIITADI   GRAMPANCHAYAT,Payment Success,299207
72927,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18209/2025-2026/160606,MEERUT(DISTRICT MAGISTRATE MEERUT_IDA),CHANDAN CHAUHAN,BIJNOR,12-Nov-25,JITENDRA KUMAR  CONTRACTOR,Payment Success,747750
72928,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18209/2025-2026/160742,MEERUT(DISTRICT MAGISTRATE MEERUT_IDA),CHANDAN CHAUHAN,BIJNOR,12-Nov-25,JITENDRA KUMAR  CONTRACTOR,Payment Success,746250
72929,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2025-2026/189594,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,01-Jul-25,Shiva Cement Store Kotdunna,Payment Success,49660
72930,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2025-2026/189594,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,11-Jul-25,Shiva Cement Store Kotdunna,Payment Success,44200
72931,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2024-2025/139172,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,30-Jun-25,Shiva Cement Store Kotdunna,Payment Success,49880
72932,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2024-2025/139172,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,30-Jun-25,Shiva Cement Store Kotdunna,Payment Success,25460
72933,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2024-2025/139172,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,30-Jun-25,Shiva Cement Store Kotdunna,Payment Success,49492
72934,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2024-2025/139172,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,30-Jun-25,Shiva Cement Store Kotdunna,Payment Success,45790
72935,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2024-2025/139170,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,27-May-25,Shiva Cement Store Kotdunna,Payment Success,18243
72936,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2024-2025/139173,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,27-May-25,Shiva Cement Store Kotdunna,Payment Success,31789
72937,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2024-2025/139171,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,10-Feb-25,Shiva Cement Store Kotdunna,Payment Success,41459
72938,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2024-2025/139171,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,14-Feb-25,Shiva Cement Store Kotdunna,Payment Success,32030
72939,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2024-2025/139171,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,14-Feb-25,Shiva Cement Store Kotdunna,Payment Success,43814
72940,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP716/2025-2026/189593,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,05-Mar-26,Shiva Cement Store Kotdunna,Payment Success,48220
72941,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP716/2025-2026/189593,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,05-Mar-26,Shiva Cement Store Kotdunna,Payment Success,14700
72942,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP716/2025-2026/189593,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,05-Mar-26,Shiva Cement Store Kotdunna,Payment Success,27511
72943,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP716/2025-2026/189593,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,05-Mar-26,Shiva Cement Store Kotdunna,Payment Success,38640
72944,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP716/2025-2026/189593,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,05-Mar-26,Shiva Cement Store Kotdunna,Payment Success,49560
72945,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2025-2026/189591,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,05-Mar-26,Shiva Cement Store Kotdunna,Payment Success,48500
72946,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2025-2026/189591,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,05-Mar-26,Shiva Cement Store Kotdunna,Payment Success,48500
72947,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2025-2026/189591,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,05-Mar-26,Shiva Cement Store Kotdunna,Payment Success,49560
72948,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2025-2026/189591,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,05-Mar-26,Shiva Cement Store Kotdunna,Payment Success,49560
72949,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP716/2025-2026/189591,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Smt Harsimrat Kaur Badal,BHATINDA,05-Mar-26,Shiva Cement Store Kotdunna,Payment Success,41905
72950,Punjab,Construction of bus-sheds or bus-stops,WS/MP18314/2025-2026/219465,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),GURMEET SINGH MEET HAYER,SANGRUR,12-Feb-26,Shiva Cement Store Kotdunna,Payment Success,50000
72951,Punjab,Construction of bus-sheds or bus-stops,WS/MP18314/2025-2026/219465,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),GURMEET SINGH MEET HAYER,SANGRUR,12-Feb-26,Shiva Cement Store Kotdunna,Payment Success,47150
72952,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP18314/2025-2026/219467,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),GURMEET SINGH MEET HAYER,SANGRUR,07-May-26,Shiva Cement Store Kotdunna,Payment Success,49565
72953,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP18314/2025-2026/219467,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),GURMEET SINGH MEET HAYER,SANGRUR,07-May-26,Shiva Cement Store Kotdunna,Payment Success,49930
72954,Tamil Nadu,Setting up of laboratories,WS/MP457/2025-2026/201167,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),10-Jul-25,ANIFA ENTERPRISES,Payment Success,600000
72955,Tamil Nadu,Setting up of laboratories,WS/MP457/2025-2026/201164,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),10-Jul-25,ANIFA ENTERPRISES,Payment Success,600000
72956,Tamil Nadu,Setting up of laboratories,WS/MP457/2025-2026/201166,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),11-Jul-25,ANIFA ENTERPRISES,Payment Success,600000
72957,Tamil Nadu,Setting up of laboratories,WS/MP457/2025-2026/201165,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),10-Jul-25,ANIFA ENTERPRISES,Payment Success,600000
72958,Tamil Nadu,Setting up of laboratories,WS/MP457/2025-2026/201160,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),10-Jul-25,ANIFA ENTERPRISES,Payment Success,600000
72959,Tamil Nadu,Setting up of laboratories,WS/MP457/2025-2026/201163,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),10-Jul-25,ANIFA ENTERPRISES,Payment Success,600000
72960,Tamil Nadu,Setting up of laboratories,WS/MP457/2025-2026/201162,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),10-Jul-25,ANIFA ENTERPRISES,Payment Success,600000
72961,Tamil Nadu,Setting up of laboratories,WS/MP457/2025-2026/201161,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),10-Jul-25,ANIFA ENTERPRISES,Payment Success,600000
72962,Tamil Nadu,Setting up of laboratories,WS/MP18173/2025-2026/196639,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),THARANIVENTHAN M S,ARANI,05-Jul-25,ANIFA ENTERPRISES,Payment Success,625000
72963,Tamil Nadu,Setting up of laboratories,WS/MP18173/2025-2026/196637,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),THARANIVENTHAN M S,ARANI,05-Jul-25,ANIFA ENTERPRISES,Payment Success,625000
72964,Tamil Nadu,Setting up of laboratories,WS/MP18173/2025-2026/196638,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),THARANIVENTHAN M S,ARANI,05-Jul-25,ANIFA ENTERPRISES,Payment Success,625000
72965,Tamil Nadu,Lighting of public spaces,WS/MP18173/2025-2026/216133,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),THARANIVENTHAN M S,ARANI,11-Aug-26,MS ENTERPRISES,Payment Success,549872
72966,Tamil Nadu,Lighting of public spaces,WS/MP18173/2025-2026/216124,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),THARANIVENTHAN M S,ARANI,16-Feb-26,MS ENTERPRISES,Payment Success,549395
72967,Tamil Nadu,Lighting of public spaces,WS/MP18173/2025-2026/216125,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),THARANIVENTHAN M S,ARANI,16-Feb-26,MS ENTERPRISES,Payment Success,299999
72968,Tamil Nadu,Lighting of public spaces,WS/MP18173/2025-2026/216127,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),THARANIVENTHAN M S,ARANI,16-Feb-26,MS ENTERPRISES,Payment Success,299999
72969,Tamil Nadu,Lighting of public spaces,WS/MP18173/2025-2026/216126,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),THARANIVENTHAN M S,ARANI,16-Feb-26,MS ENTERPRISES,Payment Success,748159
72970,Tamil Nadu,Purchase of training equipment,WS/MP866/2025-2026/213699,CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA),Kalanidhi Veeraswamy,CHENNAI NORTH,02-Sep-25,MS ENTERPRISES,Payment Success,625000
72971,Tamil Nadu,Setting up of laboratories,WS/MP866/2025-2026/213698,CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA),Kalanidhi Veeraswamy,CHENNAI NORTH,02-Sep-25,MS ENTERPRISES,Payment Success,625000
72972,Tamil Nadu,Setting up of laboratories,WS/MP866/2025-2026/213697,CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA),Kalanidhi Veeraswamy,CHENNAI NORTH,02-Sep-25,MS ENTERPRISES,Payment Success,625000
72973,Madhya Pradesh,Construction of buildings for community cultural activities,WS/MP638/2025-2026/152572,CHHATARPUR(District Collector Chhatarpur_IDA),Virendra Kumar,TIKAMGARH(SC),25-Jul-25,GP MATODHA BESHAN,Payment Success,240000
72974,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191345,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72975,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191347,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72976,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191348,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72977,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191351,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72978,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191354,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72979,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191355,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72980,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191356,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72981,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191357,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72982,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191358,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72983,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191360,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72984,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191362,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72985,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191321,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72986,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191320,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72987,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191319,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72988,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191324,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72989,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191323,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72990,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191322,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72991,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191325,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72992,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191326,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72993,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191327,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72994,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191328,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72995,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191329,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72996,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191334,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72997,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191921,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72998,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191922,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
72999,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191923,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
73000,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191924,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
73001,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191925,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
73002,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191378,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
73003,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191363,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
73004,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191364,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
73005,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP743/2025-2026/191791,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),27-Sep-25,G DURAIRAJ,Payment Success,10000
